2023-12-06 17:35:12,108	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:12.0989261	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Write	MEAS1:CURR?
2023-12-06 17:35:23,584	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:23.5843733	EXIT_HANDLER	Write	SENS1:CURR:RANGE:UPP 5;*OPC?
2023-12-06 17:35:23,584	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:23.5843733	EXIT_HANDLER	Read	1

2023-12-06 17:35:23,584	 []	 INFO 	 TEST_APP_2010	17:35:23.5843733	EXIT_HANDLER	ExitHandler	Turning pass/fail lights off...
2023-12-06 17:35:23,584	 []	 INFO 	 MASTER_SCU	17:35:23.5843733	EXIT_HANDLER	SetChannel	NUMATO_SCU: Set channel 'PASS_FAIL_LIGHTS_OFF'
2023-12-06 17:35:23,584	 []	 INFO 	 NUMATO_SCU	17:35:23.5843733	EXIT_HANDLER	SetChannel	Set channel 'PASS_FAIL_LIGHTS_OFF'
2023-12-06 17:35:23,584	 []	 INFO 	 NUMATO_SCU	17:35:23.5843733	EXIT_HANDLER	Connect	Acquiring device 'DEV0'...
2023-12-06 17:35:23,594	 []	 INFO 	 NUMATO_SCU	17:35:23.5943665	EXIT_HANDLER	Connect	Acquired device 'DEV0'...
2023-12-06 17:35:23,594	 []	 INFO 	 NUMATO_SCU	17:35:23.5943665	EXIT_HANDLER	Connect	Opening connection to communication interface for device 'DEV0'...
2023-12-06 17:35:23,594	 []	 INFO 	 NUMATO_SCU	17:35:23.5943665	EXIT_HANDLER	Write	relay off D
2023-12-06 17:35:23,594	 []	 INFO 	 NUMATO_SCU	17:35:23.5943665	EXIT_HANDLER	Write	relay off E
2023-12-06 17:35:23,594	 []	 INFO 	 NUMATO_SCU	17:35:23.5943665	EXIT_HANDLER	Write	relay off F
2023-12-06 17:35:23,594	 []	 INFO 	 NUMATO_SCU	17:35:23.5943665	EXIT_HANDLER	Connect	Closing connection to communication interface for device 'DEV0'...
2023-12-06 17:35:23,594	 []	 INFO 	 NUMATO_SCU	17:35:23.5943665	EXIT_HANDLER	Connect	Releasing control of device 'DEV0'...
2023-12-06 17:35:23,594	 []	 INFO 	 WAIT_MONITOR	17:35:23.5943665	EXIT_HANDLER	Wait	Waiting 0.01 seconds; Reason = Delay after setting DEV0:RELAY:000************* state.
2023-12-06 17:35:23,614	 []	 INFO 	 TEST_APP_2010	17:35:23.6143564	EXIT_HANDLER	ExitHandler	Clearing removal message...
2023-12-06 17:35:23,614	 []	 INFO 	 TEST_APP_2010	17:35:23.6143564	EXIT_HANDLER	ExitHandler	Setting accessory power supply at end of exit handler...
2023-12-06 17:35:23,614	 []	 INFO 	 TEST_APP_2010	17:35:23.6143564	EXIT_HANDLER	ExitHandler	Accessory power supply settings: Voltage = 0V, CurrentLimit = 1.5mA, OutputState = Off
2023-12-06 17:35:23,614	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:23.6143564	EXIT_HANDLER	Write	SOUR2:VOLT 0;*OPC?
2023-12-06 17:35:23,714	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:23.7146038	EXIT_HANDLER	Read	1

2023-12-06 17:35:23,714	 []	 INFO 	 TEST_APP_2010	17:35:23.7146038	EXIT_HANDLER	ExitHandler	Setting battery power supply at end of exit handler...
2023-12-06 17:35:23,714	 []	 INFO 	 TEST_APP_2010	17:35:23.7146038	EXIT_HANDLER	ExitHandler	Battery power supply settings: Voltage = 0V, CurrentLimit = 1.5mA, OutputState = Off, LoadCapacitance = High
2023-12-06 17:35:23,714	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:23.7146038	EXIT_HANDLER	Write	SOUR1:VOLT 0;*OPC?
2023-12-06 17:35:23,784	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:23.7845702	EXIT_HANDLER	Read	1

2023-12-06 17:35:23,784	 []	 INFO 	 TEST_APP_2010	17:35:23.7845702	EXIT_HANDLER	ExitHandler	Triggering ID reader that new unit can be scanned for testing...
2023-12-06 17:35:23,784	 []	 INFO 	 ID_READER	17:35:23.7845702	EXIT_HANDLER	Trigger	Trigger sent to start scanning for next unit ID...
2023-12-06 17:35:23,784	 []	 INFO 	 ID_READER	17:35:23.7845702	Simple Phone ID Reader	WorkerThreadReaderFunction	ID reader is now scanning for unit to get track ID.
2023-12-06 17:35:23,784	 []	 INFO 	 ID_READER	17:35:23.7845702	Simple Phone ID Reader	WorkerThreadReaderFunction	Scanning for unit...	Please connect next unit to test.
2023-12-06 17:35:23,784	 []	 INFO 	 ID_READER	17:35:23.7845702	Simple Phone ID Reader	Execute	Power up execution starting...
2023-12-06 17:35:23,784	 []	 INFO 	 TEST_APP_2010	17:35:23.7845702	EXIT_HANDLER	ExitHandler	Exit handler completed.
2023-12-06 17:35:23,784	 []	 INFO 	 TEST_APP_2010	17:35:23.7845702	Simple Phone ID Reader	StationLockout	Checking if test station is locked out (shutdown) due to failures...
2023-12-06 17:35:23,784	 []	 INFO 	 BusinessSystemDataManager	17:35:23.7845702	Simple Phone ID Reader	GetStationLockoutStatus	Business system 'FLXFL' does not support station lockout check so setting StationLockoutStatus to 'OK'.
2023-12-06 17:35:23,784	 []	 INFO 	 ID_READER	17:35:23.7845702	Simple Phone ID Reader	Execute	Waiting to acquire permission to scan for barcode...
2023-12-06 17:35:23,784	 []	 INFO 	 ID_READER	17:35:23.7845702	Simple Phone ID Reader	Execute	Obtained access to scanner.
2023-12-06 17:35:23,814	 []	 INFO 	 TEST_APP_2010	17:35:23.8142496	EXIT_HANDLER	Footer	Test = EXIT_HANDLER  |  Overall Result = 0  |  Test Time = 4757.1582 msec
2023-12-06 17:35:23,814	 []	 INFO 	 TEST_APP_2010	17:35:23.8142496	EXIT_HANDLER	Footer	==========================================================================================================================================================================
2023-12-06 17:35:23,814	 []	 INFO 	 ENGINE	17:35:23.8142496		Engine	Recipe exit handler has completed.
2023-12-06 17:35:23,814	 []	 INFO 	 ENGINE	17:35:23.8142496		Engine	Unit has PASSED.
2023-12-06 17:35:23,814	 []	 INFO 	 ENGINE	17:35:23.8142496		Engine	Executing system exit handler.
2023-12-06 17:35:23,814	 []	 INFO 	 ENGINE	17:35:23.8142496		Engine	System exit handler has completed.
2023-12-06 17:35:23,814	 []	 INFO 	 ID_READER	17:35:23.8142496		GetID	Waiting for unit to arrive and for its track ID to become available...
2023-12-06 17:35:23,814	 []	 INFO 	 ID_READER	17:35:23.8142496	Simple Phone ID Reader	Execute	Turning on barcode scanning lights...
2023-12-06 17:35:23,814	 []	 INFO 	 MASTER_SCU	17:35:23.8142496	Simple Phone ID Reader	SetChannel	NUMATO_SCU: Set channel 'SCAN_LIGHTS_ON'
2023-12-06 17:35:23,814	 []	 INFO 	 NUMATO_SCU	17:35:23.8142496	Simple Phone ID Reader	SetChannel	Set channel 'SCAN_LIGHTS_ON'
2023-12-06 17:35:23,814	 []	 INFO 	 NUMATO_SCU	17:35:23.8142496	Simple Phone ID Reader	Connect	Acquiring device 'DEV0'...
2023-12-06 17:35:23,814	 []	 INFO 	 NUMATO_SCU	17:35:23.8142496	Simple Phone ID Reader	Connect	Acquired device 'DEV0'...
2023-12-06 17:35:23,814	 []	 INFO 	 NUMATO_SCU	17:35:23.8142496	Simple Phone ID Reader	Connect	Opening connection to communication interface for device 'DEV0'...
2023-12-06 17:35:23,824	 []	 INFO 	 NUMATO_SCU	17:35:23.8242448	Simple Phone ID Reader	Write	relay on D
2023-12-06 17:35:23,824	 []	 INFO 	 NUMATO_SCU	17:35:23.8242448	Simple Phone ID Reader	Write	relay on E
2023-12-06 17:35:23,824	 []	 INFO 	 NUMATO_SCU	17:35:23.8242448	Simple Phone ID Reader	Write	relay on F
2023-12-06 17:35:23,824	 []	 INFO 	 NUMATO_SCU	17:35:23.8242448	Simple Phone ID Reader	Connect	Closing connection to communication interface for device 'DEV0'...
2023-12-06 17:35:23,824	 []	 INFO 	 NUMATO_SCU	17:35:23.8242448	Simple Phone ID Reader	Connect	Releasing control of device 'DEV0'...
2023-12-06 17:35:23,824	 []	 INFO 	 WAIT_MONITOR	17:35:23.8242448	Simple Phone ID Reader	Wait	Waiting 0.01 seconds; Reason = Delay after setting DEV0:RELAY:111************* state.
2023-12-06 17:35:23,844	 []	 INFO 	 ID_READER	17:35:23.8442611	Simple Phone ID Reader	Execute	Waiting for operator to scan unit barcode...
2023-12-06 17:36:18,388	 []	 INFO 	 ID_READER	17:36:18.3889554	Simple Phone ID Reader	Execute	GetScanningText returned 0085544330
2023-12-06 17:36:18,388	 []	 INFO 	 ID_READER	17:36:18.3889554	Simple Phone ID Reader	Execute	Configured to convert the barcode text to upper-case; so final scanned text to use is 0085544330
2023-12-06 17:36:18,388	 []	 INFO 	 MASTER_SCU	17:36:18.3889554	Simple Phone ID Reader	SetChannel	NUMATO_SCU: Set channel 'PASS_FAIL_LIGHTS_OFF'
2023-12-06 17:36:18,388	 []	 INFO 	 NUMATO_SCU	17:36:18.3889554	Simple Phone ID Reader	SetChannel	Set channel 'PASS_FAIL_LIGHTS_OFF'
2023-12-06 17:36:18,388	 []	 INFO 	 NUMATO_SCU	17:36:18.3889554	Simple Phone ID Reader	Connect	Acquiring device 'DEV0'...
2023-12-06 17:36:18,388	 []	 INFO 	 NUMATO_SCU	17:36:18.3889554	Simple Phone ID Reader	Connect	Acquired device 'DEV0'...
2023-12-06 17:36:18,388	 []	 INFO 	 NUMATO_SCU	17:36:18.3889554	Simple Phone ID Reader	Connect	Opening connection to communication interface for device 'DEV0'...
2023-12-06 17:36:18,388	 []	 INFO 	 NUMATO_SCU	17:36:18.3889554	Simple Phone ID Reader	Write	relay off D
2023-12-06 17:36:18,388	 []	 INFO 	 NUMATO_SCU	17:36:18.3889554	Simple Phone ID Reader	Write	relay off E
2023-12-06 17:36:18,388	 []	 INFO 	 NUMATO_SCU	17:36:18.3889554	Simple Phone ID Reader	Write	relay off F
2023-12-06 17:36:18,388	 []	 INFO 	 NUMATO_SCU	17:36:18.3889554	Simple Phone ID Reader	Connect	Closing connection to communication interface for device 'DEV0'...
2023-12-06 17:36:18,388	 []	 INFO 	 NUMATO_SCU	17:36:18.3889554	Simple Phone ID Reader	Connect	Releasing control of device 'DEV0'...
2023-12-06 17:36:18,388	 []	 INFO 	 WAIT_MONITOR	17:36:18.3889554	Simple Phone ID Reader	Wait	Waiting 0.01 seconds; Reason = Delay after setting DEV0:RELAY:000************* state.
2023-12-06 17:36:18,408	 []	 INFO 	 ID_READER	17:36:18.4089454	Simple Phone ID Reader	Execute	Setting up switch control unit...
2023-12-06 17:36:18,408	 []	 INFO 	 ID_READER	17:36:18.4089454	Simple Phone ID Reader	WorkerThreadReaderFunction	Unit Identified...
2023-12-06 17:36:18,408	 []	 INFO 	 TEST_APP_2010	17:36:18.4089454	Simple Phone ID Reader	FileManager	Waiting for file process 'AutoSaveLog' to finish...
2023-12-06 17:36:18,408	 []	 INFO 	 TEST_APP_2010	17:36:18.4089454	Simple Phone ID Reader	FileManager	File process 'AutoSaveLog' is finished.
2023-12-06 17:36:18,408	 []	 INFO 	 ID_READER	17:36:18.4089454	Simple Phone ID Reader	WorkerThreadReaderFunction	ID reader is now idle waiting for request to resume scanning for another unit...
2023-12-06 17:36:18,408	 []	 INFO 	 ID_READER	17:36:18.4089454		GetID	Unit track ID '0085544330' is now available.
2023-12-06 17:36:18,408	 []	 INFO 	 CustomerDataProcessor	17:36:18.4089454		Engine	ID reader returned unit track ID of '0085544330'.
2023-12-06 17:36:18,408	 []	 INFO 	 CustomerDataProcessor	17:36:18.4089454		Engine	Requesting Customer Data For : [0085544330]
2023-12-06 17:36:18,408	 []	 INFO 	 CustomerDataProcessor	17:36:18.4089454		Engine	Retrieving unit data from customer database.
2023-12-06 17:36:18,408	 []	 INFO 	 CustomerDataProcessor	17:36:18.4089454		Engine	 
2023-12-06 17:36:18,408	 []	 INFO 	 CustomerDataProcessor	17:36:18.4089454		Engine	  Warning!!!, Not All Extraneous Data Is Being Release In Test Application
2023-12-06 17:36:18,408	 []	 INFO 	 CustomerDataProcessor	17:36:18.4089454		Engine	 
2023-12-06 17:36:18,408	 []	 INFO 	 DATA_COLLECTOR	17:36:18.4089454		Engine	Getting unit model information...
2023-12-06 17:36:18,408	 []	 INFO 	 DATA_COLLECTOR	17:36:18.4089454		Engine	Hardware information selector: 'CAlternateLibertyvilleHardwareInfo'
2023-12-06 17:36:18,408	 []	 INFO 	 DATA_COLLECTOR	17:36:18.4089454		Engine	Calling UnitDataTransactionHandler to get unit data for [0085544330]
2023-12-06 17:36:18,418	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4189399		UnitDataTransactionHandler	Collecting unit data for track ID '0085544330': Transaction type = 'FLXFL' | URL = 'http://10.114.90.79/FF_Http_AutoTester/default.aspx'
2023-12-06 17:36:18,418	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4189399		CollectUnitModelInfo	BusinessSystemDataConnector name= 'FLXFL'. reset global variable.
2023-12-06 17:36:18,418	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4189399		CollectUnitModelInfo	Collect unit model info request for track Id '0085544330'.  Number of retries allowed = 2.  Timeout = 20000msec.
2023-12-06 17:36:18,418	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4189399		ProcessPostRequest	Request URL: 'http://10.114.90.79/FF_Http_AutoTester/default.aspx'
2023-12-06 17:36:18,418	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4189399		ProcessPostRequest	Request timeout: 20000msec
2023-12-06 17:36:18,418	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4189399		ProcessPostRequest	Request data sending to server: cmd=QUERY&wip_no=0085544330&station_type=BRDTEST&station_code=ME06-PB01F1T06-BT002A&test_machine_id=2C:F0:5D:51:25:1A&p=permission&p=sfc_error_msg&p=fvc_num&p=order_num&p=front_end_pn&p=back_end_pn&p=wip_no&p=battery_pn&p=subassembly_id&p=keypart_xb
2023-12-06 17:36:18,418	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4189399		ProcessPostRequest	Getting the web service request stream...
2023-12-06 17:36:18,418	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4189399		ProcessPostRequest	Successfully got the web service request stream.
2023-12-06 17:36:18,418	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4189399		ProcessPostRequest	Writing the data to the web service request stream...
2023-12-06 17:36:18,418	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4189399		ProcessPostRequest	Successfully wrote the data to the web service request stream.
2023-12-06 17:36:18,418	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4189399		ProcessPostRequest	Reading the web service response...
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	Successfully read the web service response.
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	Status from server: OK
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	Response data from server: 0 PSC_OK
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	cmd=QUERY
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	wip_no=0085544330
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	permission=1
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	sfc_error_msg=Unidade com TBA [udpNexTestHttpProcessQuery]
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	order_num=77044591
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	front_end_pn=
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	back_end_pn=
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	cfc_pn=
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	fvc_num=
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	fac_svn=
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	cfc_svn=
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	battery_pn=
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	subassysn=
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		ProcessPostRequest	Time to complete request: 19 milliseconds
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		CollectUnitModelInfo	boardKitNumber = 
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		CollectUnitModelInfo	xcvrNumber = 
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		CollectUnitModelInfo	factorySvn = 
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		CollectUnitModelInfo	orderNumber = 77044591
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		CollectUnitModelInfo	fvc = 
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		CollectUnitModelInfo	batteryInfo = 
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		CollectUnitModelInfo	subAssemblyID = 
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		CollectUnitModelInfo	subpcbID = 
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		CollectUnitModelInfo	routeReassignRequired = 
2023-12-06 17:36:18,438	 []	 INFO 	 BusinessSystemDataManager	17:36:18.4389564		CollectUnitModelInfo	TrackIdInSystem = 0085544330
2023-12-06 17:36:18,438	 []	 ERROR	 BusinessSystemDataManager	17:36:18.4389564		CollectUnitModelInfo	Collect unit model info failed: Unidade com TBA [udpNexTestHttpProcessQuery]
2023-12-06 17:36:18,438	 []	 ERROR	 BusinessSystemDataManager	17:36:18.4389564		UnitDataTransactionHandler	FLXFL error collecting unit data for track ID '0085544330': Retrieve error message from BusinessSystemDataConnectorManager.LastErrorMessage
2023-12-06 17:36:18,438	 []	 INFO 	 DATA_COLLECTOR	17:36:18.4389564		Engine	Copy NexTest2010 marshalling parameters to local variables.
2023-12-06 17:36:18,438	 []	 INFO 	 DATA_COLLECTOR	17:36:18.4389564		Engine	Freeing up NexTest2010 marshalling memory.
2023-12-06 17:36:18,438	 []	 INFO 	 DATA_COLLECTOR	17:36:18.4389564		Engine	UnitDataTransactionHandler error: FLXFL error collecting unit data for track ID '0085544330': Retrieve error message from BusinessSystemDataConnectorManager.LastErrorMessage
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	Setting item list item TRACKING_ID = '0085544330'.
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	Setting item list item SITE = 'BZ'.
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	Setting item list item UNIT_ID = '0085544330'.
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	 
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	Error!!! No shop order file found for the unit
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	 
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	Error!!! No Data Found in Model File
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	 
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	  Warning!!!, Customer Data Base Unable Retreive Data For : [0085544330]
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	Completed retrieval of unit data from customer database.
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	Setting unit data retrieved from customer database.
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	   Esn For UnitId [0085544330] is [No Data Found]
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	Setting unit recipe ID retrieved from customer database.
2023-12-06 17:36:18,438	 []	 INFO 	 CustomerDataProcessor	17:36:18.4389564		Engine	Setting unit status as queued and ready to test.
2023-12-06 17:36:18,438	 []	 INFO 	 SystemDataProcessor	17:36:18.4389564		Engine	Loading data to common data map..Please wait
2023-12-06 17:36:18,438	 []	 INFO 	 SystemDataProcessor	17:36:18.4389564		Engine	Common Data Map Processing : 0085544330
2023-12-06 17:36:18,438	 []	 INFO 	 SystemDataProcessor	17:36:18.4389564		Engine	   Common Data Map Deleting Old Sequencing Information
2023-12-06 17:36:18,438	 []	 INFO 	 SystemDataProcessor	17:36:18.4389564		Engine	New Recipe Switch To : ERROR_RECIPE
2023-12-06 17:36:18,438	 []	 INFO 	 SystemDataProcessor	17:36:18.4389564		Engine	   Common Data Map Collecting The Tests Now
2023-12-06 17:36:18,458	 []	 INFO 	 SystemDataProcessor	17:36:18.4589184		Engine	   Common Data Map: Tests Collected
2023-12-06 17:36:18,458	 []	 INFO 	 ENGINE	17:36:18.4589184		Engine	Processing Recipe For : 0085544330
2023-12-06 17:36:18,458	 []	 INFO 	 SAMPLER	17:36:18.4589184		Engine	<CSamplerRecipe::AdjustTestToExecuteInRecipeBasedOnSamplingData>  Entering function - - - - - - - - (called from engine recipe processor)
2023-12-06 17:36:18,458	 []	 INFO 	 SAMPLER	17:36:18.4589184		Engine	Remove sampler algorithms from previous test recipe...
2023-12-06 17:36:18,458	 []	 INFO 	 SAMPLER	17:36:18.4589184		Engine	<CSamplerRecipe::AdjustTestToExecuteInRecipeBasedOnSamplingData>   Recipe has No Sampler Blocks
2023-12-06 17:36:18,458	 []	 INFO 	 SAMPLER	17:36:18.4589184		Engine	<CSamplerRecipe::AdjustTestToExecuteInRecipeBasedOnSamplingData> Finished
2023-12-06 17:36:18,478	 []	 INFO 	 ENGINE	17:36:18.4789073		Engine	Utilize Results Driver For PreProcessing Results
2023-12-06 17:36:18,478	 []	 INFO 	 RECIPE_TEST_START	17:36:18.4789073			
2023-12-06 17:36:18,478	 []	 INFO 	 TEST_APP_2010	17:36:18.4789073		RecipeStartHandler	Executing test recipe start handler...
2023-12-06 17:36:18,478	 []	 INFO 	 TEST_APP_2010	17:36:18.4789073		RecipeStartHandler	Recipe: ERROR_RECIPE | TotalTests: 1
2023-12-06 17:36:18,478	 []	 INFO 	 TEST_APP_2010	17:36:18.4789073		RecipeStartHandler	Product: No Data Found | ModelVer: No Data Found | BoardKit#: No Data Found | ModelKit#: No Data Found
2023-12-06 17:36:18,478	 []	 INFO 	 TEST_APP_2010	17:36:18.4789073		FileManager	Waiting for file process 'SaveUnitTestRunResults' to finish...
2023-12-06 17:36:18,478	 []	 INFO 	 TEST_APP_2010	17:36:18.4789073		FileManager	File process 'SaveUnitTestRunResults' is finished.
2023-12-06 17:36:18,508	 []	 INFO 	 TEST_APP_2010	17:36:18.5088913		RecipeStartHandler	Getting all test specs in all sampling tests in the active test recipe 'ERROR_RECIPE' for SAMPLER equipment to use.
2023-12-06 17:36:18,508	 []	 INFO 	 TEST_APP_2010	17:36:18.5088913		RecipeStartHandler	Getting all test specs for sampled test ''.
2023-12-06 17:36:18,508	 []	 INFO 	 TEST_APP_2010	17:36:18.5088913		RecipeStartHandler	No sampling tests in this test recipe.
2023-12-06 17:36:18,508	 []	 INFO 	 TEST_APP_2010	17:36:18.5088913		RecipeStartHandler	Finished getting all sampling test specs.
2023-12-06 17:36:18,508	 []	 INFO 	 TEST_APP_2010	17:36:18.5088913		RecipeStartHandler	Completed test recipe start handler.
2023-12-06 17:36:18,508	 []	 INFO 	 MASTER_SCU	17:36:18.5088913		SetChannel	NUMATO_SCU: Set channel 'TESTING_LIGHTS_ON'
2023-12-06 17:36:18,508	 []	 INFO 	 NUMATO_SCU	17:36:18.5088913		SetChannel	Set channel 'TESTING_LIGHTS_ON'
2023-12-06 17:36:18,508	 []	 INFO 	 NUMATO_SCU	17:36:18.5088913		Connect	Acquiring device 'DEV0'...
2023-12-06 17:36:18,508	 []	 INFO 	 NUMATO_SCU	17:36:18.5088913		Connect	Acquired device 'DEV0'...
2023-12-06 17:36:18,508	 []	 INFO 	 NUMATO_SCU	17:36:18.5088913		Connect	Opening connection to communication interface for device 'DEV0'...
2023-12-06 17:36:18,518	 []	 INFO 	 NUMATO_SCU	17:36:18.5188870		Write	relay on D
2023-12-06 17:36:18,518	 []	 INFO 	 NUMATO_SCU	17:36:18.5188870		Write	relay off E
2023-12-06 17:36:18,518	 []	 INFO 	 NUMATO_SCU	17:36:18.5188870		Write	relay on F
2023-12-06 17:36:18,518	 []	 INFO 	 NUMATO_SCU	17:36:18.5188870		Connect	Closing connection to communication interface for device 'DEV0'...
2023-12-06 17:36:18,518	 []	 INFO 	 NUMATO_SCU	17:36:18.5188870		Connect	Releasing control of device 'DEV0'...
2023-12-06 17:36:18,518	 []	 INFO 	 WAIT_MONITOR	17:36:18.5188870		Wait	Waiting 0.01 seconds; Reason = Delay after setting DEV0:RELAY:101************* state.
2023-12-06 17:36:20,347	 []	 INFO 	 MASTER_SCU	17:36:20.3479100		SetChannel	NUMATO_SCU: Set channel 'PASS_FAIL_LIGHTS_OFF'
2023-12-06 17:36:20,347	 []	 INFO 	 NUMATO_SCU	17:36:20.3479100		SetChannel	Set channel 'PASS_FAIL_LIGHTS_OFF'
2023-12-06 17:36:20,347	 []	 INFO 	 NUMATO_SCU	17:36:20.3479100		Connect	Acquiring device 'DEV0'...
2023-12-06 17:36:20,347	 []	 INFO 	 NUMATO_SCU	17:36:20.3479100		Connect	Acquired device 'DEV0'...
2023-12-06 17:36:20,347	 []	 INFO 	 NUMATO_SCU	17:36:20.3479100		Connect	Opening connection to communication interface for device 'DEV0'...
2023-12-06 17:36:20,347	 []	 INFO 	 NUMATO_SCU	17:36:20.3479100		Write	relay off D
2023-12-06 17:36:20,347	 []	 INFO 	 NUMATO_SCU	17:36:20.3479100		Write	relay off E
2023-12-06 17:36:20,347	 []	 INFO 	 NUMATO_SCU	17:36:20.3479100		Write	relay off F
2023-12-06 17:36:20,347	 []	 INFO 	 NUMATO_SCU	17:36:20.3479100		Connect	Closing connection to communication interface for device 'DEV0'...
2023-12-06 17:36:20,347	 []	 INFO 	 NUMATO_SCU	17:36:20.3479100		Connect	Releasing control of device 'DEV0'...
2023-12-06 17:36:20,347	 []	 INFO 	 WAIT_MONITOR	17:36:20.3479100		Wait	Waiting 0.01 seconds; Reason = Delay after setting DEV0:RELAY:000************* state.
2023-12-06 17:36:20,367	 []	 INFO 	 TEST_APP_2010	17:36:20.3678990		EvalAndLogResults	R#	M#	MeasureDescription	LowLimit	HighLimit	Result	Units	TestTime	RecipeTime	Status	Message	ResultPositionWithinLimits	SamplingStatus	OpenLimits	EnhancedLimits	MeasCode
